Medicamento,Comercializado,Especie de destino
CORTAVANCE 0.584MG/ML SOLUCION PARA PULVERIZACION CUTANEA PARA PERROS,NO,Perros
CORTAVANCE 0.584MG/ML SOLUCION PARA PULVERIZACION CUTANEA PARA PERROS,SI,Perros
DROCAINA,NO,Perros
VITABIOL B SOLUCION INYECTABLE,SI,Gatos
VITAMINAS ADE SUPER'S DIANA SOLUCION INYECTABLE,SI,Perros
"BUPAQ 0,3mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Perros
"BUPAQ 0,3mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Perros
"BUPAQ 0,3mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Gatos
"BUPAQ 0,3mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Perros
"BUPAQ 0,3mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS",SI,Gatos
LIDOBEL 16 mg/ml SOLUCION INYECTABLE PARA CABALLOS PERROS Y GATOS,SI,Perros
LIDOBEL 16 mg/ml SOLUCION INYECTABLE PARA CABALLOS PERROS Y GATOS,SI,Gatos
LIDOBEL 16 mg/ml SOLUCION INYECTABLE PARA CABALLOS PERROS Y GATOS,SI,Perros
LIDOBEL 16 mg/ml SOLUCION INYECTABLE PARA CABALLOS PERROS Y GATOS,SI,Perros
ARIXIL VET 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS,NO,Gatos
ARIXIL VET 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS,NO,Perros
ARIXIL VET 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS,NO,Gatos
ARIXIL VET 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS Y GATOS,SI,Perros
ARIXIL VET 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
ARIXIL VET 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
ARIXIL VET 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
ARIXIL VET 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA PERROS,SI,Perros
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Gatos
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Perros
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Perros
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",SI,Perros
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Perros
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Gatos
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",SI,Gatos
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Perros
"DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS  BOVINO  PORCINO  PERROS Y GATOS # DEXAFAST 2 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO, PERROS Y GATOS",NO,Perros
"ISEMID 1 mg COMPRIMIDOS MASTICABLES PARA PERROS (2,5-11,5 kg)",NO,Perros
"ISEMID 1 mg COMPRIMIDOS MASTICABLES PARA PERROS (2,5-11,5 kg)",SI,Perros
"RHEUMOCAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",SI,Gatos
"RHEUMOCAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",NO,Gatos
ONSIOR 20 mg COMPRIMIDOS PARA PERROS,SI,Perros
"SELEHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA PERROS Y GATOS ≤ 2,5 kg",NO,Perros
"SELEHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA PERROS Y GATOS ≤ 2,5 kg",NO,Gatos
"SELEHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA PERROS Y GATOS ≤ 2,5 kg",NO,Perros
"SELEHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA PERROS Y GATOS ≤ 2,5 kg",SI,Perros
PREVICOX 227 MG COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
"ISEMID 2 mg COMPRIMIDOS MASTICABLES PARA PERROS (>11,5-23 kg)",NO,Perros
"ISEMID 2 mg COMPRIMIDOS MASTICABLES PARA PERROS (>11,5-23 kg)",SI,Perros
ISEMID 4 mg COMPRIMIDOS MASTICABLES PARA PERROS (>23-60 kg),NO,Perros
ISEMID 4 mg COMPRIMIDOS MASTICABLES PARA PERROS (>23-60 kg),SI,Perros
VEYXIN 10 mg/ml SUSPENSION INYECTABLE PARA  BOVINO CABALLOS PERROS Y GATOS,NO,Gatos
VEYXIN 10 mg/ml SUSPENSION INYECTABLE PARA  BOVINO CABALLOS PERROS Y GATOS,NO,Gatos
VEYXIN 10 mg/ml SUSPENSION INYECTABLE PARA  BOVINO CABALLOS PERROS Y GATOS,NO,Gatos
VETEMEX 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
VETEMEX 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
VETEMEX 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
VETEMEX 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
"ACEPONATO DE HIDROCORTISONA ECUPHAR 0,584 MG/ML SOLUCIÓN PARA PULVERIZACIÓN CUTÁNEA PARA PERROS",SI,Perros
ROBORANTE CALIER SOLUCION INYECTABLE,SI,Gatos
"CATOBEVIT 100 mg/ml + 0,05 mg/ml SOLUCION INYECTABLE PARA BOVINOS CABALLOS PERROS Y GATOS",SI,Gatos
"CATOBEVIT 100 mg/ml + 0,05 mg/ml SOLUCION INYECTABLE PARA BOVINOS CABALLOS PERROS Y GATOS",NO,Perros
HEDYLON 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
HEDYLON 5 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
HEDYLON 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
HEDYLON 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
HEDYLON 5 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
HEDYLON 25 mg COMPRIMIDOS PARA PERROS,NO,Perros
HEDYLON 25 mg COMPRIMIDOS PARA PERROS,SI,Perros
HEDYLON 25 mg COMPRIMIDOS PARA PERROS,NO,Perros
HEDYLON 25 mg COMPRIMIDOS PARA PERROS,NO,Perros
HEDYLON 25 mg COMPRIMIDOS PARA PERROS,NO,Perros
ALFAXAN MULTIDOSIS 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Gatos
ALFAXAN MULTIDOSIS 10 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
"SELAMES 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS < 2,5 kg",NO,Perros
"SELAMES 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS < 2,5 kg",NO,Gatos
"SELAMES 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS < 2,5 kg",NO,Gatos
"SELAMES 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS < 2,5 kg",NO,Gatos
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,SI,Perros
LIVERFINE 100 mg/ml SOLUCION INYECTABLE,NO,Perros
PROIN 15 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
PROIN 50 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,SI,Gatos
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Gatos
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Gatos
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,SI,Gatos
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,NO,Perros
CLINDABACTIN 55 mg COMPRIMIDOS MASTICABLES PARA PERROS Y GATOS,SI,Gatos
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 220 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,NO,Perros
CLINDABACTIN 440 mg COMPRIMIDOS MASTICABLES PARA PERROS,SI,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,SI,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,SI,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,SI,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,SI,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,SI,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
DIXIE PERMETRINA 715 mg SOLUCION SPOT-ON PARA PERROS,NO,Perros
PROPODINE 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,NO,Perros
PROPODINE 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,NO,Perros
PROPODINE 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,NO,Perros
"SYMPAGESIC 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO Y PERROS",SI,Perros
"SYMPAGESIC 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS, BOVINO, PORCINO Y PERROS",NO,Perros
"CALIERCORTIN 4 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, PERROS Y GATOS",SI,Perros
"CALIERCORTIN 4 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, PERROS Y GATOS",SI,Perros
SEMELCEF 1000 mg COMPRIMIDOS PARA PERROS,SI,Perros
SEMELCEF 1000 mg COMPRIMIDOS PARA PERROS,NO,Perros
SEMELCEF 200 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
SEMELCEF 200 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
LAXATRACT 667 mg/ml JARABE PARA PERROS Y GATOS,SI,Gatos
LAXATRACT 667 mg/ml JARABE PARA PERROS Y GATOS,NO,Gatos
LAXATRACT 667 mg/ml JARABE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Gatos
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
"MEKTIX 12,5 mg / 125 mg COMPRIMIDOS MASTICABLES PARA PERROS QUE PESEN AL MENOS 5 Kg",NO,Perros
"MEKTIX 12,5 mg / 125 mg COMPRIMIDOS MASTICABLES PARA PERROS QUE PESEN AL MENOS 5 Kg",NO,Perros
"MEKTIX 12,5 mg / 125 mg COMPRIMIDOS MASTICABLES PARA PERROS QUE PESEN AL MENOS 5 Kg",NO,Perros
MEKTIX 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 2 kg,NO,Gatos
MEKTIX 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 2 kg,NO,Gatos
MEKTIX 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA PARA GATOS QUE PESEN AL MENOS 2 kg,NO,Gatos
"AMCOFEN 12,5 mg / 125 mg COMPRIMIDOS MASTICABLES PARA PERROS QUE PESEN AL MENOS 5 kg",NO,Perros
"AMCOFEN 12,5 mg / 125 mg COMPRIMIDOS MASTICABLES PARA PERROS QUE PESEN AL MENOS 5 kg",NO,Perros
"AMCOFEN 12,5 mg / 125 mg COMPRIMIDOS MASTICABLES PARA PERROS QUE PESEN AL MENOS 5 kg",NO,Perros
MILPRAZON SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg # AMCOFEN SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg,NO,Gatos
MILPRAZON SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg # AMCOFEN SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg,NO,Gatos
MILPRAZON SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg # AMCOFEN SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg,SI,Gatos
VERSICAN PLUS BB ORAL LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL PARA PERROS,NO,Perros
VERSICAN PLUS BB ORAL LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL PARA PERROS,SI,Perros
VERSICAN PLUS BB ORAL LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL PARA PERROS,NO,Perros
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Gatos
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROVIS 750 mg COMPRIMIDOS PARA PERROS,SI,Perros
METROVIS 750 mg COMPRIMIDOS PARA PERROS,NO,Perros
METROVIS 750 mg COMPRIMIDOS PARA PERROS,NO,Perros
METROVIS 750 mg COMPRIMIDOS PARA PERROS,SI,Perros
METROVIS 750 mg COMPRIMIDOS PARA PERROS,NO,Perros
METROVIS 750 mg COMPRIMIDOS PARA PERROS,NO,Perros
EVICTO 15 mg SOLUCION SPOT ON PARA GATOS Y PERROS (< 2.5 kg),NO,Gatos
EVICTO 15 mg SOLUCION SPOT ON PARA GATOS Y PERROS (< 2.5 kg),SI,Perros
EVICTO 15 mg SOLUCION SPOT ON PARA GATOS Y PERROS (< 2.5 kg),NO,Perros
TOLFEDIAN,NO,Perros
TOLFEDIAN,NO,Perros
TOLFEDIAN,SI,Gatos
HEMOCARB 85 mg/ml SOLUCION INYECTABLE,NO,Perros
HEMOCARB 85 mg/ml SOLUCION INYECTABLE,SI,Perros
HEMOCARB 85 mg/ml SOLUCION INYECTABLE,SI,Perros
RIVALGIN 500 mg/ml SOLUCION INYECTABLE,SI,Perros
RIVALGIN 500 mg/ml SOLUCION INYECTABLE,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Gatos
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,SI,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,NO,Perros
"CHANHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS ≤ 2,5 kg",SI,Gatos
"CHANHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS ≤ 2,5 kg",NO,Gatos
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILBETAB 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
"MILIPRAZ 12,5 mg / 125 mg COMPRIMIDOS PARA PERROS",NO,Perros
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,SI,Gatos
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,SI,Perros
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,SI,Perros
CANIDOLOR 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
CANIDOLOR 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,SI,Perros
CANIDOLOR 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,NO,Perros
TRAMVETOL 50 mg COMPRIMIDOS PARA PERROS,SI,Perros
TRAMVETOL 50 mg COMPRIMIDOS PARA PERROS,NO,Perros
TRAMVETOL 50 mg/ml SOLUCION INYECTABLE PARA PERROS,SI,Perros
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,SI,Gatos
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,SI,Perros
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Gatos
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,NO,Perros
